accession	file_name	file_size_bytes	checksum	file_category	submission_date	publication_date	ftp_url	aspera_url
PXD034908	190327_P30184_HpH-IDA_F-1.group	143436216	b97f6558c71d3f3b5ca86fc5de1c7ff0edcb9d8d	SEARCH	2022-06-26T14:39:17.438+00:00	2022-08-25T22:14:12.136+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-1.group	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-1.group
PXD034908	190327_P30184_HpH-IDA_F-1.wiff	24715264	ec456d4909633272540c79944c8160e9ef1083e5	RAW	2022-06-26T14:39:17.438+00:00	2022-08-25T22:14:12.136+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-1.wiff	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-1.wiff
PXD034908	190327_P30184_HpH-IDA_F-1.wiff.scan	828143496	07389d405f271d8be3ac304083cdf02ceb3bc5e1	RAW	2022-06-26T14:39:17.438+00:00	2022-08-25T22:14:12.136+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-1.wiff.scan	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-1.wiff.scan
PXD034908	190327_P30184_HpH-IDA_F-2.group	166325886	34d11f96a335b3ff50cd5c2167557d1a76266653	SEARCH	2022-06-26T14:39:17.438+00:00	2022-08-25T22:14:12.136+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-2.group	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-2.group
PXD034908	190327_P30184_HpH-IDA_F-2.wiff	18735104	faff2fdfc0fb8dbf5bd5d20fec2eb766227aaced	RAW	2022-06-26T14:39:17.438+00:00	2022-08-25T22:14:12.136+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-2.wiff	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-2.wiff
PXD034908	190327_P30184_HpH-IDA_F-2.wiff.scan	792364444	1baa4cd364ee519c6d82d1f11a5966e6323d5eac	RAW	2022-06-26T14:39:17.438+00:00	2022-08-25T22:14:12.136+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-2.wiff.scan	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-2.wiff.scan
PXD034908	190327_P30184_HpH-IDA_F-3.group	240735985	c7f5cec1637db2085ba1c3b76e01034aacbe012b	SEARCH	2022-06-26T14:39:17.438+00:00	2022-08-25T22:14:12.136+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-3.group	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-3.group
PXD034908	190327_P30184_HpH-IDA_F-3.wiff	14331904	a8bde3f83d798ba834e0b61bbb88c0384929f4d7	RAW	2022-06-26T14:39:17.438+00:00	2022-08-25T22:14:12.136+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-3.wiff	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-3.wiff
PXD034908	190327_P30184_HpH-IDA_F-3.wiff.scan	898886644	66f80edd987e165cab5853f0013336f3450e42ad	RAW	2022-06-26T14:39:17.438+00:00	2022-08-25T22:14:12.136+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-3.wiff.scan	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F-3.wiff.scan
PXD034908	190327_P30184_HpH-IDA_F01.group	225979759	0667f4e1bf06bc261e15098c5f8c8dc3174380d0	SEARCH	2022-06-26T14:39:17.438+00:00	2022-08-25T22:14:12.136+00:00	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F01.group	prd_ascp@fasp.ebi.ac.uk:pride/data/archive/2022/08/PXD034908/190327_P30184_HpH-IDA_F01.group
